protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterColor,SimpleClusterColor,UniprotID,Protein_names,Protein_fams,Gene_names,GO_terms,GO_bp_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_LOC100114310.1.2.m.39843,0.000214892558063719,0.00047725496013366,No,NA,NA,Q01082,NA,NA,NA,axolemma [GO:0030673]; cuticular plate [GO:0032437]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; M band [GO:0031430]; nucleolus [GO:0005730]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; spectrin [GO:0008091]; spectrin-associated cytoskeleton [GO:0014731]; actin binding [GO:0003779]; ankyrin binding [GO:0030506]; cadherin binding [GO:0045296]; calmodulin binding [GO:0005516]; GTPase binding [GO:0051020]; phospholipid binding [GO:0005543]; protein-containing complex binding [GO:0044877]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]; RNA binding [GO:0003723]; structural constituent of cytoskeleton [GO:0005200]; actin filament capping [GO:0051693]; axon guidance [GO:0007411]; common-partner SMAD protein phosphorylation [GO:0007182]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi to plasma membrane protein transport [GO:0043001]; MAPK cascade [GO:0000165]; membrane assembly [GO:0071709]; mitotic cytokinesis [GO:0000281]; plasma membrane organization [GO:0007009]; positive regulation of interleukin-2 secretion [GO:1900042]; positive regulation of protein localization to plasma membrane [GO:1903078]; protein localization to plasma membrane [GO:0072659]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of SMAD protein signal transduction [GO:0060390],NA,NA,NA
CHOYP_LOC100114310.2.2.m.64227,0.00150067426134265,0.000540318018246078,No,NA,NA,Q00963,NA,NA,NA,apicolateral plasma membrane [GO:0016327]; axon [GO:0030424]; fusome [GO:0045169]; lateral plasma membrane [GO:0016328]; neuromuscular junction [GO:0031594]; plasma membrane [GO:0005886]; spectrin [GO:0008091]; spectrosome [GO:0045170]; actin binding [GO:0003779]; ankyrin binding [GO:0030506]; calmodulin binding [GO:0005516]; cytoskeletal protein binding [GO:0008092]; microtubule binding [GO:0008017]; phosphatidylinositol-4;5-bisphosphate binding [GO:0005546]; structural constituent of cytoskeleton [GO:0005200]; actin filament capping [GO:0051693]; axon guidance [GO:0007411]; axon midline choice point recognition [GO:0016199]; axonogenesis [GO:0007409]; long-term strengthening of neuromuscular junction [GO:0042062]; maintenance of presynaptic active zone structure [GO:0048790]; negative regulation of microtubule depolymerization [GO:0007026]; nervous system development [GO:0007399]; neuromuscular synaptic transmission [GO:0007274]; photoreceptor cell axon guidance [GO:0072499]; plasma membrane organization [GO:0007009]; regulation of synapse organization [GO:0050807],NA,NA,NA
CHOYP_LOC100114310.2.2.m.64228,0.00202308188525575,-0.00587826623104276,No,NA,NA,P36241,NA,NA,NA,cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181],NA,NA,NA
CHOYP_LOC100114433.2.4.m.6343,0.00141831292130086,0.00324047488257173,No,NA,NA,O14974,NA,NA,NA,A band [GO:0031672]; actin cytoskeleton [GO:0015629]; centrosome [GO:0005813]; contractile fiber [GO:0043292]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]; PTW/PP1 phosphatase complex [GO:0072357]; Z disc [GO:0030018]; 14-3-3 protein binding [GO:0071889]; enzyme inhibitor activity [GO:0004857]; phosphatase regulator activity [GO:0019208]; protein kinase binding [GO:0019901]; cellular response to drug [GO:0035690]; centrosome cycle [GO:0007098]; mitotic cell cycle [GO:0000278]; negative regulation of catalytic activity [GO:0043086]; positive regulation of myosin-light-chain-phosphatase activity [GO:0035508]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein dephosphorylation [GO:0006470]; regulation of cell adhesion [GO:0030155]; regulation of myosin-light-chain-phosphatase activity [GO:0035507]; regulation of nucleocytoplasmic transport [GO:0046822]; signal transduction [GO:0007165],NA,NA,NA
CHOYP_LOC100114636.1.1.m.11052,0.000417428019447198,0.000800225334422799,No,NA,NA,O43396,NA,NA,NA,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; disulfide oxidoreductase activity [GO:0015036]; cell redox homeostasis [GO:0045454],NA,NA,NA
CHOYP_LOC100114736.1.1.m.18266,0.000542093412205252,-0.000503404632398591,No,NA,NA,O18404,NA,NA,NA,cytosol [GO:0005829]; mitochondrial ribonuclease P complex [GO:0030678]; mitochondrion [GO:0005739]; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity [GO:0047015]; 3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 7-beta-hydroxysteroid dehydrogenase (NADP+) activity [GO:0047022]; acetoacetyl-CoA reductase activity [GO:0018454]; estradiol 17-beta-dehydrogenase activity [GO:0004303]; steroid dehydrogenase activity [GO:0016229]; testosterone dehydrogenase (NAD+) activity [GO:0047035]; testosterone dehydrogenase [NAD(P)] activity [GO:0030283]; acyl-CoA metabolic process [GO:0006637]; androgen metabolic process [GO:0008209]; ecdysone metabolic process [GO:0008205]; estrogen metabolic process [GO:0008210]; fatty acid metabolic process [GO:0006631]; mitochondrial tRNA processing [GO:0090646]; RNA phosphodiester bond hydrolysis; endonucleolytic [GO:0090502]; steroid metabolic process [GO:0008202],NA,NA,NA
CHOYP_LOC100115002.1.1.m.45844,0.00119110841713933,0.00447163992657589,No,NA,NA,Q9CX00,NA,NA,NA,centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; Flemming body [GO:0090543]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; nuclear envelope [GO:0005635]; identical protein binding [GO:0042802]; MIT domain binding [GO:0090541]; protein domain specific binding [GO:0019904]; protein-containing complex binding [GO:0044877]; abscission [GO:0009838]; cell division [GO:0051301]; cytoskeleton-dependent cytokinesis [GO:0061640]; establishment of protein localization [GO:0045184]; positive regulation of collateral sprouting [GO:0048672]; positive regulation of proteolysis [GO:0045862]; protein localization [GO:0008104]; protein transport [GO:0015031]; viral capsid secondary envelopment [GO:0046745]; viral release from host cell [GO:0019076],NA,NA,NA
CHOYP_LOC100115298.1.1.m.39207,0.00253128564210912,7.02716324725201e-06,No,NA,NA,P35604,NA,NA,NA,COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; retrograde vesicle-mediated transport; Golgi to endoplasmic reticulum [GO:0006890]; toxin transport [GO:1901998],NA,NA,NA
CHOYP_LOC100115467.1.1.m.51329,0.00351831480518041,-0.00175120112784659,No,NA,NA,P62323,NA,NA,NA,cytosol [GO:0005829]; methylosome [GO:0034709]; nucleus [GO:0005634]; pICln-Sm protein complex [GO:0034715]; SMN-Sm protein complex [GO:0034719]; U1 snRNP [GO:0005685]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005]; U4 snRNP [GO:0005687]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; histone pre-mRNA DCP binding [GO:0071208]; mRNA splicing; via spliceosome [GO:0000398]; spliceosomal snRNP assembly [GO:0000387],NA,NA,NA
CHOYP_LOC100115577.1.1.m.21791,0.000502437693824692,-0.00104163465567563,No,NA,NA,P12613,NA,NA,NA,chaperonin-containing T-complex [GO:0005832]; cytosol [GO:0005829]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]; ovarian follicle cell development [GO:0030707]; protein folding [GO:0006457],NA,NA,NA
CHOYP_LOC100115776.1.1.m.24729,-0.00267430242390266,0.00108064225822894,No,NA,NA,Q921I2,NA,NA,NA,,NA,NA,NA
CHOYP_LOC100115939.1.1.m.28155,-0.0126356587823275,0.0104022672351116,No,NA,NA,Q8CHI8,NA,NA,NA,NuA4 histone acetyltransferase complex [GO:0035267]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; Swr1 complex [GO:0000812]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; protein antigen binding [GO:1990405]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967],NA,NA,NA
CHOYP_LOC100116049.1.1.m.54372,-0.00433062831326184,-0.00205090133564877,No,NA,NA,Q7K556,NA,NA,NA,cytosol [GO:0005829]; GTP binding [GO:0005525]; phosphatidic acid binding [GO:0070300]; phosphatidylinositol binding [GO:0035091]; photoreceptor cell maintenance [GO:0045494]; protein transport [GO:0015031],NA,NA,NA
CHOYP_LOC100116717.2.2.m.30034,-0.0051918624502859,0.00428546457653508,No,NA,NA,Q9EPR2,NA,NA,NA,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; calcium ion binding [GO:0005509]; phospholipase A2 activity [GO:0004623]; phospholipase A2 activity (consuming 1;2-dipalmitoylphosphatidylcholine) [GO:0102567]; phospholipase A2 activity consuming 1;2-dioleoylphosphatidylethanolamine) [GO:0102568]; arachidonic acid secretion [GO:0050482]; lipid catabolic process [GO:0016042]; phospholipid metabolic process [GO:0006644],NA,NA,NA
CHOYP_LOC100116719.1.1.m.58,0.00686874726656798,-0.00414589213618766,No,NA,NA,A4FV97,NA,NA,NA,90S preribosome [GO:0030686]; nucleolus [GO:0005730]; mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; maturation of LSU-rRNA [GO:0000470]; regulation of apoptotic process [GO:0042981]; regulation of cellular senescence [GO:2000772]; regulation of protein localization [GO:0032880],NA,NA,NA
CHOYP_LOC100116878.1.1.m.11654,-0.00179400466359676,0.00274668430750533,No,NA,NA,O88665,NA,NA,NA,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; histone binding [GO:0042393]; lysine-acetylated histone binding [GO:0070577]; p53 binding [GO:0002039]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; cell cycle [GO:0007049]; negative regulation of cell proliferation [GO:0008285]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of transcription; DNA-templated [GO:0045892]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription; DNA-templated [GO:0045893]; regulation of transcription by RNA polymerase II [GO:0006357]; Wnt signaling pathway [GO:0016055],NA,NA,NA
CHOYP_LOC100116878.1.1.m.11655,-0.00106945720796843,0.00110981604783478,No,NA,NA,Q6NWC6,NA,NA,NA,cytoplasm [GO:0005737]; interchromatin granule [GO:0035061]; mRNA cleavage factor complex [GO:0005849]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; paraspeckles [GO:0042382]; perichromatin fibrils [GO:0005726]; mRNA binding [GO:0003729]; messenger ribonucleoprotein complex assembly [GO:1990120]; mRNA alternative polyadenylation [GO:0110104]; mRNA processing [GO:0006397]; positive regulation of RNA export from nucleus [GO:0046833]; protein heterotetramerization [GO:0051290],NA,NA,NA
CHOYP_LOC100117365.1.1.m.37817,0.0174690156594554,0.018796149977538,No,NA,NA,Q5RA42,NA,NA,NA,translation initiation factor activity [GO:0003743],NA,NA,NA
CHOYP_LOC100117425.1.1.m.1256,0.00464409651576466,-0.00843127643850353,No,NA,NA,O77633,NA,NA,NA,cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; Golgi membrane [GO:0000139]; Golgi-associated vesicle [GO:0005798]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum [GO:0097038]; postsynaptic density [GO:0014069]; tetraspanin-enriched microdomain [GO:0097197]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; SH3 domain binding [GO:0017124]; constitutive protein ectodomain proteolysis [GO:0051089]; in utero embryonic development [GO:0001701]; membrane protein ectodomain proteolysis [GO:0006509]; monocyte activation [GO:0042117]; negative regulation of cell adhesion [GO:0007162]; Notch signaling pathway [GO:0007219]; PMA-inducible membrane protein ectodomain proteolysis [GO:0051088]; positive regulation of cell growth [GO:0030307]; positive regulation of cell proliferation [GO:0008284]; positive regulation of T cell chemotaxis [GO:0010820]; postsynapse organization [GO:0099173]; protein phosphorylation [GO:0006468]; protein processing [GO:0016485]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; response to tumor necrosis factor [GO:0034612],NA,NA,NA
CHOYP_LOC100117775.2.2.m.59969,-0.00849494000029823,0.015872865278961,No,NA,NA,Q9Y2E4,NA,NA,NA,catalytic activity [GO:0003824],NA,NA,NA
CHOYP_LOC100117917.1.1.m.21225,0.00234241196662381,-0.0177343181853576,No,NA,NA,Q9DC48,NA,NA,NA,catalytic step 2 spliceosome [GO:0071013]; nucleus [GO:0005634]; U2-type catalytic step 2 spliceosome [GO:0071007]; mRNA splicing; via spliceosome [GO:0000398],NA,NA,NA
CHOYP_LOC100118048.1.1.m.62637,-0.000335430244514261,-0.00492751897040944,No,NA,NA,P53356,NA,NA,NA,ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715],NA,NA,NA
CHOYP_LOC100118048.1.1.m.62638,0.00466462154155893,0.00550879804093471,No,NA,NA,P53013,NA,NA,NA,cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; translation factor activity; RNA binding [GO:0008135]; translation [GO:0006412]; translational elongation [GO:0006414],NA,NA,NA
CHOYP_LOC100118063.2.4.m.29108,-0.0116515238235002,-0.0146475218047058,No,NA,NA,P18172,NA,NA,NA,extracellular region [GO:0005576]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity; acting on CH-OH group of donors [GO:0016614],NA,NA,NA
CHOYP_LOC100118098.1.1.m.14795,-0.0011202468648033,0.00223278762248932,No,NA,NA,Q5ZL33,NA,NA,NA,cytosol [GO:0005829]; nucleus [GO:0005634]; SMN complex [GO:0032797]; SMN-Sm protein complex [GO:0034719]; signaling receptor binding [GO:0005102]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; spliceosomal snRNP assembly [GO:0000387],NA,NA,NA
CHOYP_LOC100118291.1.1.m.54817,0.00288216425008859,0.00142410910635486,No,NA,NA,Q5M824,NA,NA,NA,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; Shc-EGFR complex [GO:0070435]; epidermal growth factor receptor binding [GO:0005154]; phosphoprotein binding [GO:0051219]; phosphotyrosine residue binding [GO:0001784]; protein phosphatase 2A binding [GO:0051721]; protein-containing complex binding [GO:0044877]; receptor tyrosine kinase binding [GO:0030971]; actin cytoskeleton organization [GO:0030036]; activation of MAPK activity [GO:0000187]; aging [GO:0007568]; angiogenesis [GO:0001525]; animal organ regeneration [GO:0031100]; cellular response to growth factor stimulus [GO:0071363]; cellular response to insulin stimulus [GO:0032869]; epidermal growth factor receptor signaling pathway [GO:0007173]; insulin receptor signaling pathway [GO:0008286]; intracellular signal transduction [GO:0035556]; neuron differentiation [GO:0030182]; neuron projection development [GO:0031175]; positive regulation of cell proliferation [GO:0008284]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of vasoconstriction [GO:0045907]; regulation of growth [GO:0040008]; regulation of smooth muscle contraction [GO:0006940]; response to endothelin [GO:1990839]; response to glucocorticoid [GO:0051384]; response to hydrogen peroxide [GO:0042542]; response to hypoxia [GO:0001666]; response to insulin [GO:0032868]; response to nicotine [GO:0035094]; response to organic cyclic compound [GO:0014070]; response to toxic substance [GO:0009636],NA,NA,NA
CHOYP_LOC100118354.1.4.m.27048,-0.00376920688732334,0.00871172198849649,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100118354.2.4.m.44636,-0.00690168903187478,0.000824904392553789,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100118464.1.1.m.33259,-6.71075192017942e-05,0.00413729282391686,No,NA,NA,Q91ZU6,NA,NA,NA,actin cytoskeleton [GO:0015629]; axon [GO:0030424]; axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum membrane [GO:0005789]; focal adhesion [GO:0005925]; H zone [GO:0031673]; hemidesmosome [GO:0030056]; integral component of membrane [GO:0016021]; intercalated disc [GO:0014704]; intermediate filament [GO:0005882]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; microtubule plus-end [GO:0035371]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum [GO:0097038]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic density [GO:0014069]; sarcolemma [GO:0042383]; stress fiber [GO:0001725]; Z disc [GO:0030018]; actin binding [GO:0003779]; calcium ion binding [GO:0005509]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; protein homodimerization activity [GO:0042803]; structural molecule activity [GO:0005198]; axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; cytoplasmic microtubule organization [GO:0031122]; hemidesmosome assembly [GO:0031581]; intermediate filament cytoskeleton organization [GO:0045104]; intracellular transport [GO:0046907]; retrograde axonal transport [GO:0008090]; wound healing [GO:0042060],NA,NA,NA
